,sentiment,content
25098,pos,Wrapping packed mom day Happy Mom Day hot mommas
25099,neutral,yes I want meet
25100,neutral,comee ja main cah feel all right hahaha
25101,neg,Humm oh miss much really hope nice friends like us happy
25102,neg,Why Urban Outfitters taunt amazing clothing way e playful ensive
25103,pos,I love big brother much
25104,neg,No Sky Terrestrial analogue
25105,neutral,First post Twitter please visit us
25106,pos,Home Sweet home 3 Going see Hannah Montana The Movie AGAIN today 3
25107,neg,The ad version Up sold regular version
25108,pos,Not problem sis respect due
25109,neutral,miss sad people leave
25110,neg,Sorry It one hell day I flooding
25111,pos,course im almost theres traffic
25112,neutral,Startup looking opportunity check
25113,pos,When I start clogging Twitter feed time go bed Nighty night Be sure go tweet meet ME
25114,pos,I still love fact ca scratch That winner
25115,pos,Going Gold Coast mothers day lunch
25116,pos,Time hitting hay Later sweeps Ala Billy Cunningham You Great Americans
25117,neutral,Oh thank all put ur Follow Friday new followers I usually today I tired
25118,neg,listening music feeling kind
25119,neg,felt sorry people really harsh cos given chance
25120,pos,road movies indies rule haha
25121,pos,Reading cryin reading laughin Enjoying ride enlightened inspired letters young sister Hill
25122,neutral,Now question 140 characters One history great unanswered I would say
25123,neg,Cruising Serious Eats NY bode well future GA Missing ny gastronomical tour
25124,pos,ahah I soo happy Ashley Tisdale Germany I Oberhausen But show 8 clock
25125,pos,Just downloaded music hour Love happens
25126,pos,So aparently Out Sight album sampler ad video
25127,neutral,Hope feel better soon little Magic Girl
25128,neg,Yea us 3 Max Poor driven
25129,neg,offically missing numero uno
25130,pos,Birthday Girl blessed live another year celebrate loved ones
25131,pos,I love copy Peep Show I eileen I give back Please help I miss facebook
25132,neutral,Wants go home
25133,pos,sad malt heard
25134,neg,woke day need go work sucks Also go dentist filling 12 helen mri scan 2
25135,neg,im writing exam SATURDAY illegal weekend
25136,pos,Hope u amazing day today Monkey U deserve No cheating DEW looking THE PICTURE lol Happy day 3
25137,pos,Happy Star Wars Day everyone May ith six
25138,neg,woke way later I intended today Need start getting bed 5 bad habit break later
25139,neg,terrible headache I need relief
25140,neutral,yes read many times
25141,neutral,break leg real saying playful good luck
25142,neutral,Tom MITO tour still made cos seem stealing really want copy
25143,neutral,come us win twitter world working
25144,neg,Its seriously quiet lonely without Bunny
25145,pos,jeez I think look alot prettier without make
25146,neg,Someone stole new laptop airport even used Guess US economy breeding new set opportunists
25147,pos,Hey babe nothing much tryin see imma work today lol look like load isnt bad
25148,neutral,SOO hungry right Should eaten wedding
25149,neg,I wish I followers twitter
25150,neg,really want starbucks right needing find something tonight
25151,pos,yeh knew wot meant kinda lol seems alot radio bods lost count
25152,neutral,trending topi happy HAPPY STAR WARS DAY
25153,neutral,thought summer hours meant supposed get go home 4
25154,neg,I wish I lived closer girls I tryna chill Friday night winonapatron next weekend Drink day AND night
25155,neutral,back take bowling hour
25156,pos,heading Sam Adams Brewery ca sample I get
25157,neutral,Thank ifs friends
25158,neutral,im going wind sorry took forever respond realized twitter isnt texting ur updates
25159,pos,A shower feels refreshing long day fair
25160,neg,Of course rains five minutes finish watering flowers It took half hour water
25161,neg,oaii Cool I Ca Wait For The Series To Begin It gun Be Awesome
25162,neg,Another friday night cancel probably movies Ashley
25163,pos,Thanks girl Like I said I willing take loss want see wasted
25164,neg,someone ignoring mean
25165,neg,Just lost Internet And I raid 25 OS
25166,pos,def cheese onion however back states 4 months finding bag salt vinegar tasted GREAT
25167,neg,Dead stopped e playful ress lane This would happen I choose take No way Ugh Hopefully gets moving
25168,pos,honey great health
25169,neg,Again I stuck traffic jams Somewhat starting situation every day That sad really
25170,neg,I sorry hear bad news I send happy thoughts way find new job soon
25171,neg,Heading hospital sort back looking forward
25172,neutral,Not sure I CAN tell happens pre chilled watermelon leave car week NOT GOOD
25173,neg,Some idiot crashed bike Now bike small dent I buy new set pedals
25174,pos,skipping school calleigh today us barley got sleep last nite got new kitten shes black
25175,pos,I like airports I ca fucking wait friday I want friday right freakin
25176,neg,I sorry darling anything I
25177,neg,whatever make feel bad ill bring surprise
25178,neg,Okay gots go first time since started miss Block Party
25179,neutral,went last year I gotta go friend party tonight though I never win
25180,neutral,I still thinking ink
25181,pos,Off bed Yay going chick fil tomorrow
25182,neg,I soo disappointed looks like bow The image gone
25183,neutral,Ich auch zu pinko
25184,neutral,awesome All deserved I sure Miss Crabs games
25185,neg,music work today painful
25186,pos,laughing loud Ok get right I let know verdict manana Off watch movie lovely wife
25187,neg,aww didnt pass speech
25188,neutral,dang certain okay
25189,pos,Little Ren lovely lovely nice
25190,neutral,happen maids Quit
25191,neg,needs little lie feeling great today boo
25192,pos,No dont think bad And well edited
25193,neutral,I responded I going
25194,neutral,Lost comment oh yes classic That free time fo sho
25195,neg,mean going block
25196,pos,LOVE album guys ca wait official release Just curious top 3 softsynths DAW used
25197,pos,Man I really hoping I finish Good Evil contest entry time Looking pretty good far
25198,neg,Man cant belive Everything look good
25199,pos,Gonna head shower Going friend birthday party happy
25200,pos,Great album lucky vinyl
25201,neutral,Got show early Jackson chilled Lil shorty
25202,neutral,That sucks nobody wants stay lounge Or something free 99
25203,neutral,We got kinds music
25204,pos,haha nice I heard sweet hotel On another note good game last night
25205,neutral,ohhs regal man cat But blocked
25206,neg,STILL NOT DONE WITH PAYROLL supposed 4 happy 0 headache
25207,neutral,Just back dancing ah ballet SO hard legs ache And high jazz contemporary 3 hours hilariousness
25208,neutral,I dont like
25209,neg,Im hunt middle making work got erased sry guys look like idiot replying 2 u
25210,pos,Happy Mother Day mothers Have beautifully blessed day
25211,pos,e playful friending unique Winnipeg tradition known social Trying pace
25212,pos,Tribal Cafe Watermelon slush Natalie singing ashley birthday Love around
25213,neg,I know It fucking sucks anyway get fake id something
25214,neg,well I took early 00 graduated 01 final stage guinea pigs seriously waste time
25215,pos,Thank Happy Mothers Day Mother also sol tonight
25216,pos,I back online
25217,neutral,I got whooped Jason Bradbury Ace shock
25218,pos,working short story totally loving one secondary characters
25219,pos,I really glad able watch game
25220,neutral,early wishes could sleep today
25221,neg,lamentablemente paso jrztwitterlunch
25222,neg,OK crowdsourcing failed
25223,neg,busy Bob I jealous I sure I even afford go meet John de lance Leonard nimo
25224,neutral,est day master cleanse wish luck
25225,neutral,I signed account political website I could post comment working
25226,pos,hahaha gonna beat laughing loud james shal stunnerbum
25227,neg,I wanna go shopping I get paid till next week
25228,neg,Ugh apparantly doc authorized refills tuesday ready picked order status online still says waiting review
25229,neg,oh noo dont cry see ill talk keys text see says pooped ink
25230,neutral,shower doctor appointment
25231,neg,good medium much yes I responding previous posts days ago conversations
25232,pos,I definitely write I look forward article red write It fun
25233,neg,My ear popping
25234,neg,Sorry bout migraine Did I mention I really liked Cissbury pic last week
25235,neutral,Morning happy escuchando el Soundtrack de Twilight que Gaby taboo la adore muse paramour perry farrell
25236,neg,I need cancel app 1 home 5 washing machine repair man I So sorry
25237,pos,thanks clair I watched yet
25238,neutral,well come niggah Only thing may going like Phuket Bali afterwards
25239,neutral,So Friday I keep reminding since every day seems
25240,neg,feels really sick
25241,pos,NEW LOGO Web check gAllethOo
25242,neg,I ca believe awake start getting ready soon I hate doctor
25243,neg,NOO I sorry
25244,pos,oh gosh loved
25245,neg,ohhs french tip My fave nails long enough yet tho Ill ask manicurist
25246,neg,someone broke car big time really bad day
25247,pos,migraine leg pain woe sad go bed 2 flights stairs away Happy mother day
25248,pos,Healthy Wishes I may start saying
25249,neutral,I hate today
25250,neutral,Well third day Virgin 1 Captain Log Star Trek weekend
25251,pos,scamming little early Nibs sounds pathetic
25252,neutral,lol funny thing I even know class even race half people group yes I THAT clueless
25253,pos,HA I look Twitter games harmless fun Despite author Twitter book I try talk stuff
25254,pos,Sitting Audi jour fashion week casting So many lanky people one place Almost 100 Lol Good luck everyone ex
25255,neg,I still waiting find caca stands hoping I think since follow caca
25256,neg,dude saw Twitter profile long time love background way way cool
25257,neg,dont get one fine say texting way meaningful twittering
25258,pos,amazing tonight glad I could share baby You sunshine
25259,neg,hate hair hiss tee I feel like I shuld hang ghetto wid dis style
25260,neg,Hey guys I back work It kinda horrible
25261,pos,Eh I gotta go bed anyways Goodnight
25262,pos,Awesome pics Love bow Still Loving ajapanese Takeover
25263,neg,watching Army Wives always makes cry
25264,neg,Great day yesterday Good win Forest celebratory staying drinks trip unsuccessful biq 1 50 stellar Scream
25265,pos,I realised 400 FOLLOWERS YAY ex
25266,neg,hey I ca make Makers tonight
25267,neg,ONLY 1 thing sucks holidays worrying pets Cats tutor cat resort Jonesy wo much company dad law
25268,pos,Big Thanks Melody Gotta love sunshine lots vit
25269,neg,love We still hav done lunch together like said would I miss friend
25270,pos,Look forward seeing resume
25271,pos,Having wonderful piece cake lunch else could I want
25272,neg,aww I miss u Have ate
25273,neutral,happy mother day moms planet
25274,neutral,wish could go I exam day one could go im allowed touring next year
25275,neg,Sitting mars Martins class youtube stupid REALLY want popsicle jealous Sara
25276,neg,aww mish u ladie whats good
25277,neg,GAWD I tired still I move new place 5 happy 0 cause I work So stressed facebook
25278,neg,Frustrated life whole new level Trying trust God
