,sentiment,content
24784,fun,U watch spelling bee contest winner kava Shivshankar Impressive performance even heared words
24785,love,Just finished The Village So love could watch Wonder I ca get sleep tonight
24786,neutral,grinning like Cheshire cat happy hell made day
24787,worry,ive made terrible mistake need auto save function everything
24788,neutral,computer class photo booth work
24789,surprise,I think I may lost job freak life
24790,worry,DAMN laughing loud ON FRIDAY ITS NOW SATURDAY HERE laughing loud instant message IN AUSTRALIA
24791,neutral,yeah back work I get 3 happy 0 bad
24792,happiness,The food looks amazing Our dessert Frozen Grand mariner Souffle course eat bar
24793,happiness,archetype thing comm class studied archetypes popular media reading links thanks
24794,hate,ah wish guys would come hot topic near
24795,sadness,hot day making tired
24796,hate,I slowly getting angry Jon Kate Plus 8 thing
24797,sadness,At work What miserable day
24798,worry,Great I let friend use ipod morning uses day kills battery So cant listen demi
24799,sadness,whys cat pain
24800,love,loves mummy everything always forever mummy dearest love nanny happy
24801,love,Exactly Well I pick sister Speak laters Enjoy afternoon pub shelving lol ex
24802,sadness,recovering hard day homeschooling chemistry NOT go well
24803,neutral,u get invite I miss u
24804,sadness,I need horror lovecraftian actually enough weird horror movies
24805,neutral,If I heiress I would shopping day Kinda bad I know
24806,neutral,nope cant figure get updates blackberry need go running
24807,worry,It baby bros last time singing front school im proud get old im 22
24808,love,Happy Mother Day Hope awesome time Bug
24809,fun,Back GREAT weekend buffer
24810,enthusiasm,You welcome How much longer colored
24811,happiness,Hey I saw sol unite I loved especially cramping tit boob scene cramping 34 dub wow hilarious
24812,surprise,OH MY GOD OH MY GOD OH MY GOD New SUPERNATURAL starts tonight New Sam Dean Oh My god ca breathe 3 3
24813,happiness,aww Do mean sound like overgrown age 37 baby I still stick Not bad yesterday still bad
24814,worry,look soo freaked poor wee thing
24815,sadness,sick HAPPY Amanda
24816,enthusiasm,Wish I Dallas Can I still say ow lol Hey u spelled name wrong It good Thanks love
24817,happiness,host next bogies laughed bit really
24818,worry,know right I headed meeting
24819,happiness,comes atl show elf swear fun much fun
24820,happiness,haha really guy said looked 14 dont look young
24821,love,DAMN That lot messages HOW SWEET And yeah sayang
24822,love,hehe fun tweets
24823,worry,I think I tricked ankle cardio yesterday I getting old
24824,sadness,Well rite headache
24825,love,Made many new friends Twitter around USA Another bike across USA trip would amazing see people
24826,neutral,hav bet get 6 pack 35 days im day 3 sux
24827,happiness,yay back home
24828,neutral,I feeling weather today Sun
24829,worry,I sorry little disturbance SAPInsidetrack Palo Alto Just went debugging session lines united
24830,love,says got 2 cards today eva clara thanks guys
24831,neutral,This cigarette relaxing
24832,empty,ca vote frustrated sad
24833,happiness,yum mother day lunch The Food Business Burnside delicious gorgeous day
24834,relief,Aw thanks Slowly getting Yep tweaked knee late third Basically stood still last 2 games
24835,fun,wish burning trees trying dresses
24836,sadness,plans got ruined blackstone going carnival tomorrow weather good
24837,hate,finished playing mahjong I lost 38 Mag wishing
24838,neutral,Chicago rocks socks
24839,neutral,On train least two giggles teenagers sitting commuters squished standing back least teenagers let sit
24840,sadness,book meanie teasing piece cheese
24841,sadness,But I cause I missed lot classes
24842,relief,Just chillin I bit bored boohoo
24843,love,I love Google Mothers day theme
24844,sadness,Plan evening dinner shopping dress shirts watching Up going bed Plan Saturday Funeral friend
24845,happiness,Yes NBA song great Got old funny NBA cheerleader remix song Ohrwurm day colorblind
24846,hate,wanna go back school monday
24847,surprise,Acquiring cents live ad I put memory stick I would like boot I wonder I left home
24848,love,I received mothers day card lovely daughter wishing happy mothers day
24849,worry,Download movie Still Waiting cool movie
24850,neutral,I wish roommates coming home soon maybe take nap waste time
24851,happiness,fun anyway thanks taking pics us last minute
24852,love,Good morning sis Alas time say goodnight soon
24853,worry,Ca play World Conflict computer running slow
24854,neutral,Bloody intrusive thoughts I really going bed
24855,sadness,I wo game Found late
24856,neutral,Woke dreaming I met Hero Author Anne Rice son author Christopher Rice I euphoria Perhaps I would someday
24857,neutral,You Are What U Eat EXACTLY true You Are What U Digest TodayISaProsperous Productive Day ThankUJesus BeYEBlessed hee hee
24858,love,Me Monday end weekend But cannot escape I wish good week
24859,sadness,Got brainbox daily question wrong
24860,worry,So bummed I ca see lto June hoping UK yoke soon
24861,sadness,I sorry feeling way
24862,worry,yes finally friday im stuck projects
24863,worry,good morning guys e playful oriental chemistry test morning skeptical wish luck
24864,surprise,It Was The Best ever My First You Didnt anwser Any Of My Questions xoxo
24865,happiness,Hearing songs brighten someone day always makes ME grin
24866,neutral,first weekend home
24867,happiness,It fun meeting Tina We definitely soon
24868,love,Thanks new followers
24869,fun,green day bomb ex
24870,worry,Hey I sa maybe cross highways grab lunch
24871,worry,Hours refusal upon realisation tomorrow Morrissey gig braxton postponed Only looking fed 6 monthsish
24872,worry,I know ima work tomorrow wit body dis sore ugh
24873,worry,Another night sleeping
24874,hate,many tribes becoming extinct I blame donald
24875,love,shopping gawd want surf net anymore
24876,sadness,ur lucky stage close theem think dangerous
24877,happiness,Heh When I moved house Pius pep rally cheering band
24878,neutral,still cant sleep
24879,worry,aww I know feeling
24880,surprise,aww wish younger sis sad older one bet younger sis loves JUST much u
24881,worry,frame damage car could totalled
24882,hate,geographic next I HATE IT
24883,surprise,hahaha gotta get life although ca say much obsession miley cyrus I VE gotta get life
24884,happiness,going work amazing charity event big brothers big sisters mind working good cause
24885,love,Hee I love
24886,worry,certainly fault I crawl woods today I afraid would broken home
24887,enthusiasm,I weekend e playful eating way hot
24888,worry,Just wrote another song ran ideas one bit crap
24889,worry,Though cold would go away turns sinus infection keeps getting worse worse day
24890,worry,rain please come
24891,worry,I dont And wif Whatthefuck REALLY Really Are trying kill But might Depends
24892,happiness,Feel depressed I could save Thanks nothing
24893,sadness,daggit LSU 7 spot leads Southern 8 2 Was intentionally mentioning anything got jinxed anyhow
24894,worry,Now Im work I miss home news
24895,worry,I feel really bad female racoons abusive racoon husbands always black eyes one help
24896,neutral,AFC Oh less
24897,happiness,Gotta love nasty weather jealous ur knots
24898,love,made cake mi madre good
24899,relief,kid class going field trip today I smart enough volunteer help
24900,sadness,We hate change course We fans life 3 Oh met Rob something went horribly wrong
24901,sadness,going funeral today friend classmate died car wreck last Friday
24902,neutral,ooh two books buy
24903,neutral,Follow Friday rickbaker24 6 friends
24904,neutral,fun server change
24905,fun,right haha shes bad
24906,sadness,I want Forgive Forget Please I dont like I promise I going live without drama So Please
24907,worry,would rather bride last minute wedding stuff instead stuck behind desk 5 Someday
24908,worry,Oh bird back
24909,worry,I disappointed lad I think unfollowed showing love
24910,worry,Back Tokyo tomorrow E playful eating rain sunshine
24911,surprise,Is movies boyfriend
24912,happiness,Cool VERY productive day I got spot extra feature film filming tomorrow AWESOME week around
24913,happiness,got rad new shirt aunt Made cool shiny shiny pink material
24914,enthusiasm,I want 5 already
24915,worry,win trip america please reply xo
24916,boredom,My brother woke help homework I happy
24917,love,tell u yesterday lol
24918,happiness,Getting ready school second maths test today also last day ord year Next week officially ith year
24919,hate,Work till 6 dreadful shopping cause mine broke
24920,neutral,ohmyjade 1 Pendulum awesome 2 Goodbyes suck 3 Shut ply 4 Toy Story 3 5 job ad MOVIE tomorrow 6 I tired 7 armand I
24921,happiness,Namaste Hooray Monday Undaunted wakeup I consider London feel justified Bright side everything
24922,love,hey next UK
24923,love,laughing listening great Bob Marley Wow hes awesome
24924,happiness,Ca wait see Set Your Goals Leeds Lots website work today
24925,love,haha boat yesterday pick time
24926,happiness,My Sissy I went Bridal Shower tonight crazy women
24927,neutral,Tempted buy MAC act even though I need anything I want try dazzleglasses
24928,surprise,I ok I think I take attitude Mothers Day invented Hallmark holiday
24929,neutral,Oh great I suppose inevitable I get spammed Twitter
24930,sadness,I On itunes I lost songs
24931,hate,playful happens marry ex A dont get ring therefore ending NOTHING pawn u need
24932,sadness,I better today Yesterday really hard It still unbelievable I miss probably always
24933,relief,Time head back home My business done
24934,happiness,ISP sorted gather cheers day wish
24935,neutral,I want complete hypocrite I attended rated event I timing ironic
